ENSMUSG00000102693.2	4933401J01Rik
ENSMUSG00000023906.4	Cldn6
ENSMUSG00000066720.8	Cldn9
ENSMUSG00000118572.2	Gm53023
ENSMUSG00000043747.14	Grep1
ENSMUSG00000023908.9	Pkmyt1
ENSMUSG00000023909.5	Paqr4
ENSMUSG00000040680.10	Kremen2
ENSMUSG00000097006.9	9530082P21Rik
ENSMUSG00000040097.17	Flywch1
ENSMUSG00000115692.2	Gm49163
ENSMUSG00000086719.2	Gm16275
ENSMUSG00000023911.13	Flywch2
ENSMUSG00000039218.18	Srrm2
ENSMUSG00000117219.2	Gm49911
ENSMUSG00000092981.3	Mir5125
ENSMUSG00000055839.7	Elob
ENSMUSG00000049620.10	Prss33
ENSMUSG00000024114.16	Prss41
ENSMUSG00000048992.10	Prss32
ENSMUSG00000089697.2	Gm15947
ENSMUSG00000024116.7	Prss21
ENSMUSG00000096445.2	Dcpp1
ENSMUSG00000096278.9	Dcpp2
ENSMUSG00000117527.2	Gm50058
ENSMUSG00000117400.2	Gm50057
ENSMUSG00000117488.2	Gm41545
ENSMUSG00000117403.2	Gm50059
ENSMUSG00000057417.8	Dcpp3
ENSMUSG00000024128.14	Sbp
ENSMUSG00000024125.3	Sbpl
ENSMUSG00000024124.11	Prss30
ENSMUSG00000045027.8	Prss22
ENSMUSG00000117580.2	Gm50066
ENSMUSG00002075970.1	Gm54607
ENSMUSG00000077184.4	Gm25092
ENSMUSG00000095266.3	Gm5225
ENSMUSG00000050762.6	Prss27
ENSMUSG00000016946.7	Kctd5
ENSMUSG00000024122.17	Pdpk1
ENSMUSG00000117523.2	Gm50071
ENSMUSG00000117557.2	Gm50070
ENSMUSG00000036820.13	Amdhd2
ENSMUSG00000024121.14	Atp6v0c
ENSMUSG00000036473.17	Tbc1d24
ENSMUSG00000117406.2	Ntn3
ENSMUSG00000085185.12	BC028777
ENSMUSG00000024118.15	Tedc2
ENSMUSG00000072082.8	Ccnf
ENSMUSG00000093270.3	Mir5134
ENSMUSG00000099123.3	Mir6965
ENSMUSG00000035435.18	Abca17
ENSMUSG00002075073.1	Gm54667
ENSMUSG00000024130.17	Abca3
ENSMUSG00000118804.1	Gm25618
ENSMUSG00000073437.12	D330041H03Rik
ENSMUSG00000034681.18	Rnps1
ENSMUSG00000024132.7	Eci1
ENSMUSG00000024136.15	Dnase1l2
ENSMUSG00000024137.10	E4f1
ENSMUSG00000043445.8	Pgp
ENSMUSG00000024142.16	Mlst8
ENSMUSG00000045744.12	Bricd5
ENSMUSG00000117487.2	Gm50062
ENSMUSG00000033597.10	Caskin1
ENSMUSG00000052752.16	Traf7
ENSMUSG00000079657.11	Rab26
ENSMUSG00000093565.3	Rab26os
ENSMUSG00000064768.3	Snord60
ENSMUSG00000117423.2	Gm33508
ENSMUSG00000032855.7	Pkd1
ENSMUSG00002076170.1	Gm54763
ENSMUSG00000002496.11	Tsc2
ENSMUSG00000041429.4	Nthl1
ENSMUSG00000002504.16	Nherf2
ENSMUSG00000071230.8	Npw
ENSMUSG00000041130.11	Zfp598
ENSMUSG00000007021.6	Syngr3
ENSMUSG00000040888.11	Gfer
ENSMUSG00000019320.15	Noxo1
ENSMUSG00000040688.17	Tbl3
ENSMUSG00000008482.10	Rnf151
ENSMUSG00000044533.16	Rps2
ENSMUSG00000090101.3	Snhg9
ENSMUSG00000089255.3	Snora78
ENSMUSG00000077709.3	Snora64
ENSMUSG00000040048.15	Ndufb10
ENSMUSG00000002500.16	Rpl3l
ENSMUSG00000075705.14	Msrb1
ENSMUSG00000039628.10	Hs3st6
ENSMUSG00000117379.2	Gm50022
ENSMUSG00000024155.9	Meiob
ENSMUSG00000024158.18	Hagh
ENSMUSG00000045316.6	Fahd1
ENSMUSG00000046070.10	Igfals
ENSMUSG00000039183.7	Nubp2
ENSMUSG00000024160.18	Spsb3
ENSMUSG00000073436.12	Eme2
ENSMUSG00000024163.19	Mapk8ip3
ENSMUSG00000038880.14	Mrps34
ENSMUSG00000073435.11	Nme3
ENSMUSG00000024165.10	Jpt2
ENSMUSG00000038002.10	Cramp1
ENSMUSG00000024169.17	Ift140
ENSMUSG00000024168.9	Tmem204
ENSMUSG00000024170.16	Telo2
ENSMUSG00000044172.8	Ptx4
ENSMUSG00000036636.11	Clcn7
ENSMUSG00000059562.15	Ccdc154
ENSMUSG00000114245.2	Percc1
ENSMUSG00000067722.5	Uqcc4
ENSMUSG00000015127.15	Unkl
ENSMUSG00000035521.14	Gnptg
ENSMUSG00000015126.11	Tsr3
ENSMUSG00000047507.14	Baiap3
ENSMUSG00000093202.4	Mir3547
ENSMUSG00000015120.17	Ube2i
ENSMUSG00000121610.1	ENSMUSG00000121610
ENSMUSG00000056399.4	Prss34
ENSMUSG00000088930.3	Gm25921
ENSMUSG00000024171.7	Prss28
ENSMUSG00000034039.10	Prss29
ENSMUSG00000098180.2	Gm5430
ENSMUSG00000117517.2	Gm50085
ENSMUSG00000024173.13	Tpsab1
ENSMUSG00000033825.12	Tpsb2
ENSMUSG00000033200.18	Tpsg1
ENSMUSG00000024112.18	Cacna1h
ENSMUSG00000121901.1	ENSMUSG00000121901
ENSMUSG00000121902.1	ENSMUSG00000121902
ENSMUSG00000121903.1	ENSMUSG00000121903
ENSMUSG00000024175.4	Tekt4
ENSMUSG00000050824.14	Sstr5
ENSMUSG00000117437.4	Gm33727
ENSMUSG00000117420.2	Gm50025
ENSMUSG00000117577.3	Gm33801
ENSMUSG00000117544.2	Rpsa-ps6
ENSMUSG00000117445.2	Gm50026
ENSMUSG00000024176.12	Sox8
ENSMUSG00000091475.7	Cerox1
ENSMUSG00000002279.20	Lmf1
ENSMUSG00000119129.1	Gm22645
ENSMUSG00000117791.2	4930541O19Rik
ENSMUSG00000118136.2	Gm50312
ENSMUSG00000117657.2	Gm5836
ENSMUSG00000025739.14	Gng13
ENSMUSG00000019214.15	Chtf18
ENSMUSG00000041199.4	Rpusd1
ENSMUSG00000041062.8	Mslnl
ENSMUSG00002075207.1	Gm55306
ENSMUSG00000063011.8	Msln
ENSMUSG00000117741.2	1700080C20Rik
ENSMUSG00000002280.12	Ciao3
ENSMUSG00000061046.10	Haghl
ENSMUSG00000098329.3	Mir6966
ENSMUSG00000071202.6	Ccdc78
ENSMUSG00000057411.10	Antkmt
ENSMUSG00000118135.2	Gm50367
ENSMUSG00000002274.15	Metrn
ENSMUSG00000025738.9	Fbxl16
ENSMUSG00000025737.6	Wdr24
ENSMUSG00000025736.16	Jmjd8
ENSMUSG00000039615.10	Stub1
ENSMUSG00000093076.3	Mir3082
ENSMUSG00000120308.1	Gm56915
ENSMUSG00000025735.14	Rhbdl1
ENSMUSG00000093593.2	Gm20683
ENSMUSG00000025733.18	Rhot2
ENSMUSG00000073434.13	Wdr90
ENSMUSG00000025732.7	Mcrip2
ENSMUSG00000025731.17	Mettl26
ENSMUSG00000071192.7	Wfikkn1
ENSMUSG00000025730.16	Rab40c
ENSMUSG00000121823.1	ENSMUSG00000121823
ENSMUSG00000057580.6	Cox7c-ps1
ENSMUSG00000084862.2	Gm16278
ENSMUSG00000025728.17	Pigq
ENSMUSG00000090113.8	Nhlrc4
ENSMUSG00000025727.9	Prr35
ENSMUSG00000097405.3	D630044L22Rik
ENSMUSG00000037326.11	Capn15
ENSMUSG00000097523.4	1700022N22Rik
ENSMUSG00000037098.19	Rab11fip3
ENSMUSG00000118105.2	Gm17814
ENSMUSG00000036775.14	Decr2
ENSMUSG00000024177.10	Nme4
ENSMUSG00000049124.5	Gm8186
ENSMUSG00000024180.15	Pgap6
ENSMUSG00000024181.10	Mrpl28
ENSMUSG00000024182.19	Axin1
ENSMUSG00000117374.2	Gm49983
ENSMUSG00000024184.16	Pdia2
ENSMUSG00000073433.12	Arhgdig
ENSMUSG00000024186.16	Rgs11
ENSMUSG00000024187.16	Fam234a
ENSMUSG00000088273.3	Gm23123
ENSMUSG00000117513.2	Gm3946
ENSMUSG00000117622.2	Gm20026
ENSMUSG00000117609.2	Gm50007
ENSMUSG00000024188.17	Luc7l
ENSMUSG00000117596.2	Gm50013
ENSMUSG00000089764.3	Gm16580
ENSMUSG00000084893.4	Hba-ps4
ENSMUSG00000117551.2	Gm50015
ENSMUSG00000034413.15	Neurl1b
ENSMUSG00000118232.2	Gm50269
ENSMUSG00000118107.2	Gm34455
ENSMUSG00000024190.8	Dusp1
ENSMUSG00000120402.1	Gm56886
ENSMUSG00000118368.2	Gm50274
ENSMUSG00000118068.2	Gm50275
ENSMUSG00000068604.5	Gm8225
ENSMUSG00000001576.16	Ergic1
ENSMUSG00002076154.1	Gm55492
ENSMUSG00000091078.2	Gm17218
ENSMUSG00000015575.16	Atp6v0e
ENSMUSG00000048249.15	Crebrf
ENSMUSG00000024191.16	Bnip1
ENSMUSG00000015579.6	Nkx2-5
ENSMUSG00000092539.4	Gm20468
ENSMUSG00000078838.5	Gm17382
ENSMUSG00000117903.2	Gm29819
ENSMUSG00000118147.2	Gm41555
ENSMUSG00000024301.11	Kifc5b
ENSMUSG00000119141.1	Mir6967-1
ENSMUSG00000024193.9	Phf1
ENSMUSG00000024194.17	Cuta
ENSMUSG00000098510.3	Mir6968
ENSMUSG00000067629.14	Syngap1
ENSMUSG00000093118.3	Mir3083
ENSMUSG00000120301.1	Gm56897
ENSMUSG00000079605.6	Zbtb9
ENSMUSG00000117819.2	Gm50253
ENSMUSG00000118007.2	Gm50254
ENSMUSG00000048731.16	Ggnbp1
ENSMUSG00000057789.15	Bak1
ENSMUSG00000117799.2	Gm50295
ENSMUSG00000042644.10	Itpr3
ENSMUSG00000098826.3	Mir7677
ENSMUSG00000086898.2	Itpr3os
ENSMUSG00000024208.17	Uqcc2
ENSMUSG00000118010.2	Gm50316
ENSMUSG00000024210.4	Ip6k3
ENSMUSG00000044857.9	Lemd2
ENSMUSG00000097090.2	Gm26724
ENSMUSG00000118503.2	Gm53009
ENSMUSG00000117916.3	9630028I04Rik
ENSMUSG00000117794.2	Gm50328
ENSMUSG00000116751.2	Gm49793
ENSMUSG00000105142.3	Mir7214
ENSMUSG00000073430.7	Gm10505
ENSMUSG00000099237.3	Mir7216
ENSMUSG00000116692.2	Gm49795
ENSMUSG00000116879.2	Gm49794
ENSMUSG00000106578.3	Mir7217
ENSMUSG00000106215.3	Mir7218
ENSMUSG00000116970.2	Gm49796
ENSMUSG00000063239.18	Grm4
ENSMUSG00000116682.2	Gm49789
ENSMUSG00000116568.2	Gm49790
ENSMUSG00000082177.3	Gm16005
ENSMUSG00000082741.3	Gm9703
ENSMUSG00000116657.2	Gm49774
ENSMUSG00000116548.2	Gm49773
ENSMUSG00000046711.17	Hmga1
ENSMUSG00000062753.15	Smim29
ENSMUSG00000116884.2	C130040N14Rik
ENSMUSG00000024213.15	Nudt3
ENSMUSG00000117338.2	Gm49804
ENSMUSG00000116571.2	Gm49741
ENSMUSG00000052146.17	Rps10
ENSMUSG00000087387.3	Gm15420
ENSMUSG00000040276.16	Pacsin1
ENSMUSG00000024215.16	Spdef
ENSMUSG00000086485.3	Gm15458
ENSMUSG00000056692.14	Ilrun
ENSMUSG00000121850.1	ENSMUSG00000121850
ENSMUSG00000080731.4	Rps2-ps9
ENSMUSG00000024217.11	Snrpc
ENSMUSG00000039512.13	Bltp3a
ENSMUSG00000117161.2	Gm49803
ENSMUSG00000024218.14	Taf11
ENSMUSG00000117216.2	Gm49801
ENSMUSG00000024219.17	Anks1
ENSMUSG00000085846.2	Gm15597
ENSMUSG00000117130.2	Gm49802
ENSMUSG00000117263.2	Gm35290
ENSMUSG00000062859.16	Tcp11
ENSMUSG00000121749.1	ENSMUSG00000121749
ENSMUSG00000085521.6	4930526A20Rik
ENSMUSG00000117120.2	Gm50238
ENSMUSG00000117189.2	Gm49897
ENSMUSG00000038677.15	Scube3
ENSMUSG00000117171.2	C230013L11Rik
ENSMUSG00000024220.15	Zfp523
ENSMUSG00000002257.9	Def6
ENSMUSG00000117028.2	Gm49874
ENSMUSG00000002250.17	Ppard
ENSMUSG00000007570.17	Fance
ENSMUSG00000117027.2	Gm49886
ENSMUSG00000117303.2	Gm49889
ENSMUSG00000037805.16	Rpl10a
ENSMUSG00000002249.22	Tead3
ENSMUSG00000037446.15	Tulp1
ENSMUSG00000024222.19	Fkbp5
ENSMUSG00000117313.2	Gm49838
ENSMUSG00000117084.2	Gm22146
ENSMUSG00002076503.1	Gm55779
ENSMUSG00000117294.2	Gm49839
ENSMUSG00000117304.2	Gm49861
ENSMUSG00000097714.2	Gm20109
ENSMUSG00000066170.9	E230001N04Rik
ENSMUSG00002076476.1	Gm55780
ENSMUSG00000117131.2	Gm41506
ENSMUSG00000024223.4	Armc12
ENSMUSG00000024224.6	Clpsl2
ENSMUSG00000024225.6	Clps
ENSMUSG00000099152.3	Mir6969
ENSMUSG00000062252.10	Lhfpl5
ENSMUSG00000004865.17	Srpk1
ENSMUSG00000036196.17	Slc26a8
ENSMUSG00000053436.16	Mapk14
ENSMUSG00000117145.2	Gng5c
ENSMUSG00000004864.14	Mapk13
ENSMUSG00000117255.2	Gm49864
ENSMUSG00000063952.17	Brpf3
ENSMUSG00000117301.2	Gm35883
ENSMUSG00000087615.3	Pnpla1os
ENSMUSG00000043286.13	Pnpla1
ENSMUSG00000048905.6	Bnip5
ENSMUSG00000085333.2	1700030A11Rik
ENSMUSG00000087693.2	Gm16191
ENSMUSG00000045378.6	Pxt1
ENSMUSG00000117116.2	Gm49868
ENSMUSG00000117080.2	1700063J08Rik
ENSMUSG00000005936.20	Kctd20
ENSMUSG00000024006.18	Stk38
ENSMUSG00000084632.3	Gm23887
ENSMUSG00000086154.3	Gm16196
ENSMUSG00000087308.2	Gm16195
ENSMUSG00000071172.14	Srsf3
ENSMUSG00000117007.2	Gm41556
ENSMUSG00000085912.3	Trp53cor1
ENSMUSG00002075192.1	Gm55841
ENSMUSG00000023067.15	Cdkn1a
ENSMUSG00000117050.2	Dino
ENSMUSG00000064147.8	Rab44
ENSMUSG00000067575.6	Rpl35a-ps3
ENSMUSG00000117291.3	Gm18271
ENSMUSG00000121756.1	ENSMUSG00000121756
ENSMUSG00000024008.17	Cpne5
ENSMUSG00000117610.2	Gm50054
ENSMUSG00000024007.16	Ppil1
ENSMUSG00000117614.2	Gm50068
ENSMUSG00000052712.18	BC004004
ENSMUSG00000094326.2	Gm10045
ENSMUSG00000024011.18	Pi16
ENSMUSG00000117592.2	Gm46603
ENSMUSG00000024012.19	Mtch1
ENSMUSG00000024013.16	Fgd2
ENSMUSG00000117575.3	Gm36486
ENSMUSG00000117427.2	Gm36199
ENSMUSG00000097125.4	Gm26885
ENSMUSG00000120260.1	Gm56894
ENSMUSG00000024014.9	Pim1
ENSMUSG00000091614.3	Gm17657
ENSMUSG00000079580.10	Tmem217
ENSMUSG00000042203.9	Tbc1d22b
ENSMUSG00000099329.3	Gm28052
ENSMUSG00000089900.3	Tbc1d22bos
ENSMUSG00000098764.3	Mir7667
ENSMUSG00000117376.2	2010106G04Rik
ENSMUSG00000090083.12	Rnf8
ENSMUSG00000098374.2	Gm28043
ENSMUSG00000117534.2	Gm20161
ENSMUSG00000024019.19	Cmtr1
ENSMUSG00000024018.19	Ccdc167
ENSMUSG00000117434.2	1810014P07Rik
ENSMUSG00000117489.2	Gm50016
ENSMUSG00000043557.17	Mdga1
ENSMUSG00000121147.1	Gm56908
ENSMUSG00000086534.3	Gm16758
ENSMUSG00000117528.2	Gm50017
ENSMUSG00000117639.2	Gm50018
ENSMUSG00000089524.3	Gm22327
ENSMUSG00000117371.3	Gm50019
ENSMUSG00000044477.13	Zfand3
ENSMUSG00000117947.2	Gm50226
ENSMUSG00000117974.3	Tuba-rs1
ENSMUSG00000121757.1	ENSMUSG00000121757
ENSMUSG00000062202.15	Btbd9
ENSMUSG00000089222.4	Gm25049
ENSMUSG00000117962.2	Gm6402
ENSMUSG00000117835.2	Gm50250
ENSMUSG00000118341.2	Gm50252
ENSMUSG00000103207.2	Gm9874
ENSMUSG00000117725.2	Gm50240
ENSMUSG00000024026.14	Glo1
ENSMUSG00000118053.2	Gm50244
ENSMUSG00000121758.1	ENSMUSG00000121758
ENSMUSG00000118382.3	Gm8373
ENSMUSG00000117749.2	Gm50245
ENSMUSG00000099474.2	1700097N02Rik
ENSMUSG00000033826.11	Dnah8
ENSMUSG00000118756.1	Gm24661
ENSMUSG00000117760.2	Gm41561
ENSMUSG00000118205.2	Gm50248
ENSMUSG00000118119.2	Gm9937
ENSMUSG00000118281.2	Gm50242
ENSMUSG00000024027.9	Glp1r
ENSMUSG00000117786.2	Gm10503
ENSMUSG00000118284.2	Gm41562
ENSMUSG00000054134.16	Umodl1
ENSMUSG00002076283.1	Gm55871
ENSMUSG00000118169.2	Gm50249
ENSMUSG00000024030.8	Abcg1
ENSMUSG00002075577.1	Gm55872
ENSMUSG00000024029.5	Tff3
ENSMUSG00000024028.8	Tff2
ENSMUSG00000086010.10	Gm15318
ENSMUSG00000024032.8	Tff1
ENSMUSG00000024034.14	Tmprss3
ENSMUSG00000042345.16	Ubash3a
ENSMUSG00000117899.2	Gm50218
ENSMUSG00000024033.11	Rsph1
ENSMUSG00000024036.17	Slc37a1
ENSMUSG00000118295.3	Gm8437
ENSMUSG00000121760.1	ENSMUSG00000121760
ENSMUSG00000041119.13	Pde9a
ENSMUSG00000118157.2	Gm9902
ENSMUSG00000118081.2	Gm50138
ENSMUSG00000118390.2	Gm50102
ENSMUSG00000024037.14	Wdr4
ENSMUSG00000118049.2	Gm50103
ENSMUSG00000024038.18	Ndufv3
ENSMUSG00000104159.2	Gm38099
ENSMUSG00000117818.2	Gm50105
ENSMUSG00000013562.14	4833413E03Rik
ENSMUSG00000118071.2	Gm50455
ENSMUSG00000117858.2	Gm50108
ENSMUSG00000006705.14	Pknox1
ENSMUSG00002075796.1	Gm55893
ENSMUSG00000118239.2	Gm50107
ENSMUSG00000024039.16	Cbs
ENSMUSG00000118161.2	Rps2-ps8
ENSMUSG00000061613.14	U2af1
ENSMUSG00000117987.2	Gm50222
ENSMUSG00000024041.11	Cryaa
ENSMUSG00000117656.2	Gm50225
ENSMUSG00000117355.2	Gm49999
ENSMUSG00000024042.8	Sik1
ENSMUSG00000120937.1	Gm30509
ENSMUSG00000117562.3	Gm50000
ENSMUSG00000121243.1	Gm56923
ENSMUSG00000117879.2	2310015A16Rik
ENSMUSG00000117980.3	Gm30571
ENSMUSG00000002076.13	Hsf2bp
ENSMUSG00000091548.3	Gm17572
ENSMUSG00002076533.1	Gm55899
ENSMUSG00000058392.14	Rrp1b
ENSMUSG00000121449.1	Pdxk-ps
ENSMUSG00000002791.19	Pdxk-ps
ENSMUSG00000097305.4	Gm17276
ENSMUSG00000038146.9	Notch3
ENSMUSG00000117925.2	Gm50127
ENSMUSG00000037577.14	Ephx3
ENSMUSG00000024002.19	Brd4
ENSMUSG00000116414.3	Gm4432
ENSMUSG00000097217.4	Gm26549
ENSMUSG00000024045.7	Akap8
ENSMUSG00000002625.11	Akap8l
ENSMUSG00000024050.19	Wiz
ENSMUSG00002075297.1	Gm55904
ENSMUSG00000052142.16	Rasal3
ENSMUSG00000117872.2	A530088E08Rik
ENSMUSG00000079563.11	Pglyrp2
ENSMUSG00000061126.6	Cyp4f39
ENSMUSG00000091586.3	Cyp4f17
ENSMUSG00000048440.17	Cyp4f16
ENSMUSG00000117366.2	Gm50036
ENSMUSG00000117392.2	Gm8497
ENSMUSG00000117479.2	Gm50038
ENSMUSG00000062464.7	Cyp4f37
ENSMUSG00000117459.2	Cyp4f38-ps
ENSMUSG00000090700.3	Cyp4f40
ENSMUSG00000073424.10	Cyp4f15
ENSMUSG00000117443.2	Gm50046
ENSMUSG00000117651.2	Gm6452
ENSMUSG00000117581.2	Gm17948
ENSMUSG00000024298.16	Zfp871
ENSMUSG00000091968.2	Gm17115
ENSMUSG00000055202.12	Zfp811
ENSMUSG00000077338.3	Gm23294
ENSMUSG00002076627.1	Gm55909
ENSMUSG00000097030.2	Gm26693
ENSMUSG00000095253.5	Zfp799
ENSMUSG00000117347.2	Gm18272
ENSMUSG00000117468.2	Gm7059
ENSMUSG00000121450.1	ENSMUSG00000121450
ENSMUSG00000117654.3	Gm50050
ENSMUSG00000117373.3	Gm18273
ENSMUSG00000120398.1	Gm56885
ENSMUSG00000095325.4	Zfp870
ENSMUSG00000117601.2	Gm50051
ENSMUSG00000121228.1	Gm56920
ENSMUSG00000024292.16	Cyp4f14
ENSMUSG00000024055.16	Cyp4f13
ENSMUSG00000121493.1	Cyp4f41-ps
ENSMUSG00000024295.12	Cyp4f41-ps
ENSMUSG00002075941.1	Gm55912
ENSMUSG00000053600.9	Zfp472
ENSMUSG00000053390.17	Zfp952
ENSMUSG00000067430.8	Zfp763
ENSMUSG00000121761.1	Phf8-ps
ENSMUSG00000023350.8	Phf8-ps
ENSMUSG00000067424.14	Zfp563
ENSMUSG00000048602.10	Morc2b
ENSMUSG00000094891.3	Or10h1b
ENSMUSG00000093884.3	Or10h1
ENSMUSG00000096169.4	Or10h5
ENSMUSG00000094441.3	Zfp955a
ENSMUSG00000054666.8	Or10h28
ENSMUSG00000096910.3	Zfp955b
ENSMUSG00000091515.6	Zfp422-ps
ENSMUSG00000003929.12	Zfp81
ENSMUSG00000055240.18	Zfp101
ENSMUSG00000092519.3	Actl9
ENSMUSG00000117495.3	Nfilz
ENSMUSG00000024299.18	Adamts10
ENSMUSG00000024300.18	Myo1f
ENSMUSG00000073423.11	Zfp414
ENSMUSG00000092412.2	Gm20507
ENSMUSG00000032739.17	Pram1
ENSMUSG00000059208.16	Hnrnpm
ENSMUSG00000079557.12	Marchf2
ENSMUSG00002076706.1	Gm55921
ENSMUSG00000077450.14	Rab11b
ENSMUSG00000090952.4	Gm17251
ENSMUSG00000002289.17	Angptl4
ENSMUSG00000092602.2	4931413I07Rik
ENSMUSG00000042099.17	Kank3
ENSMUSG00000067288.14	Rps28
ENSMUSG00000041881.14	Ndufa7
ENSMUSG00000002308.17	Cd320
ENSMUSG00000092571.2	Gm4134
ENSMUSG00000115113.2	Smim40-ps
ENSMUSG00000079553.13	Kifc1
ENSMUSG00000119263.1	Mir6967-2
ENSMUSG00000092349.2	Smim40
ENSMUSG00000092564.4	BC051226
ENSMUSG00000002307.17	Daxx
ENSMUSG00000024308.16	Tapbp
ENSMUSG00000051390.11	Zbtb22
ENSMUSG00000101438.4	Gm19412
ENSMUSG00000041354.17	Rgl2
ENSMUSG00000024309.16	Pfdn6
ENSMUSG00000117603.2	Gm50037
ENSMUSG00000024312.11	Wdr46
ENSMUSG00000067370.5	B3galt4
ENSMUSG00000008668.16	Rps18
ENSMUSG00000024319.19	Vps52
ENSMUSG00000084601.4	Gm23111
ENSMUSG00000121503.1	H2-K2
ENSMUSG00000067203.11	H2-K2
ENSMUSG00000092512.3	Gm4152
ENSMUSG00000118084.2	AA388235
ENSMUSG00000061232.17	H2-K1
ENSMUSG00000118082.2	Gm7326
ENSMUSG00000024325.9	Ring1
ENSMUSG00000092338.2	Gm26940
ENSMUSG00000065555.3	Mir219a-1
ENSMUSG00000105964.3	Mir219c
ENSMUSG00000073422.12	Hsd17b8
ENSMUSG00000092595.3	Gm20427
ENSMUSG00000024327.17	Slc39a7
ENSMUSG00000039656.18	Rxrb
ENSMUSG00000024330.18	Col11a2
ENSMUSG00000092383.3	H2-Pb
ENSMUSG00000098197.3	BC051537
ENSMUSG00000098241.3	H2-Pa
ENSMUSG00000024334.10	H2-Oa
ENSMUSG00000117772.2	Gm50333
ENSMUSG00000024335.21	Brd2
ENSMUSG00000037649.11	H2-DMa
ENSMUSG00000117829.2	Gm50336
ENSMUSG00000118026.3	Gm50335
ENSMUSG00000092246.3	Gm20493
ENSMUSG00000037548.16	H2-DMb2
ENSMUSG00000079547.5	H2-DMb1
ENSMUSG00000096727.4	Psmb9
ENSMUSG00000037321.18	Tap1
ENSMUSG00000024338.16	Psmb8
ENSMUSG00000092550.3	Gm20496
ENSMUSG00000024339.13	Tap2
ENSMUSG00000081512.2	Gm15821
ENSMUSG00000041538.17	H2-Ob
ENSMUSG00000073421.7	H2-Ab1
ENSMUSG00000036594.16	H2-Aa
ENSMUSG00000092415.4	Gm20513
ENSMUSG00000120925.1	Gm56896
ENSMUSG00000060586.12	H2-Eb1
ENSMUSG00000067341.7	H2-Eb2
ENSMUSG00000036322.14	H2-Ea
ENSMUSG00000024340.17	Btnl2
ENSMUSG00000062638.12	Btnl1
ENSMUSG00000121508.1	ENSMUSG00000121508
ENSMUSG00000082103.4	Gm15320
ENSMUSG00000083522.2	Gm15321
ENSMUSG00000057246.17	Tsbp1
ENSMUSG00000058435.7	Btnl4
ENSMUSG00000083369.2	Gm15332
ENSMUSG00000073420.12	Btnl5-ps
ENSMUSG00000121344.1	ENSMUSG00000121344
ENSMUSG00000083020.2	Gm15331
ENSMUSG00000092618.3	Btnl6
ENSMUSG00000083441.2	Gm15329
ENSMUSG00000061728.6	Btnl7-ps
ENSMUSG00000015468.15	Notch4
ENSMUSG00000092406.2	Gm20462
ENSMUSG00000034786.18	Gpsm3
ENSMUSG00000034673.15	Pbx2
ENSMUSG00000015452.15	Ager
ENSMUSG00000015478.14	Rnf5
ENSMUSG00000092395.2	Gm20463
ENSMUSG00000034254.18	Agpat1
ENSMUSG00000015467.15	Egfl8
ENSMUSG00000092176.2	Gm20460
ENSMUSG00000015474.17	Ppt2
ENSMUSG00000120681.1	2610029K11Rik
ENSMUSG00000015476.7	Prrt1
ENSMUSG00000092525.2	Gm20461
ENSMUSG00000033739.9	Fkbpl
ENSMUSG00000015461.16	Atf6b
ENSMUSG00000033327.19	Tnxb
ENSMUSG00000118746.1	Gm24389
ENSMUSG00000092471.2	Cyp21a2-ps
ENSMUSG00000073418.5	C4b
ENSMUSG00000092202.2	Stk19-ps1
ENSMUSG00000092543.2	Skiv2l-ps1
ENSMUSG00002076034.1	Gm54796
ENSMUSG00000092200.3	Tnxa
ENSMUSG00000024365.10	Cyp21a1
ENSMUSG00000015451.18	C4a
ENSMUSG00000061207.12	Stk19
ENSMUSG00000040482.17	Dxo
ENSMUSG00000040356.17	Skic2
ENSMUSG00000098458.3	Mir6971
ENSMUSG00000119345.1	Mir6970
ENSMUSG00000024369.17	Nelfe
ENSMUSG00000090231.11	Cfb
ENSMUSG00000092511.8	Gm20547
ENSMUSG00000098445.3	Mir6972
ENSMUSG00000024371.15	C2
ENSMUSG00000049823.10	Zbtb12
ENSMUSG00000121067.1	Gm56901
ENSMUSG00000013787.16	Ehmt2
ENSMUSG00000007034.16	Slc44a4
ENSMUSG00000007038.6	Neu1
ENSMUSG00000092203.9	1110038B12Rik
ENSMUSG00000093009.3	Snord52
ENSMUSG00000092687.3	Gm25744
ENSMUSG00000092557.2	Gm8696
ENSMUSG00000090877.4	Hspa1b
ENSMUSG00000091971.4	Hspa1a
ENSMUSG00000092609.2	Gm20481
ENSMUSG00000007033.5	Hspa1l
ENSMUSG00000073415.5	Gm10501
ENSMUSG00000007050.18	Lsm2
ENSMUSG00000120992.1	D17H6S56E-5
ENSMUSG00000007029.17	Vars
ENSMUSG00000007030.9	Vwa7
ENSMUSG00000036185.10	Sapcd1
ENSMUSG00000007035.16	Msh5
ENSMUSG00000120973.1	Gm56899
ENSMUSG00000118881.1	Gm23421
ENSMUSG00000007041.10	Clic1
ENSMUSG00000007039.13	Ddah2
ENSMUSG00000073414.9	Mpig6b
ENSMUSG00000092586.9	Ly6g6c
ENSMUSG00000073413.10	Ly6g6d
ENSMUSG00000013766.12	Ly6g6e
ENSMUSG00000034923.10	Ly6g6f
ENSMUSG00000007036.16	Abhd16a
ENSMUSG00000034482.3	Ly6g5c
ENSMUSG00000043807.7	Ly6g5b
ENSMUSG00000024387.14	Csnk2b
